name,delta_d_solvent,delta_p_solvent,delta_h_solvent,molar_volume_cm3_mol,delta_t_solvent,polymer,delta_d_polymer,delta_p_polymer,delta_h_polymer,R0,delta_t_polymer,Ra,RED,compatible
m-Cresol 3-Methyl-phenol,18.0,5.1,12.9,104.7,22.72487623728675,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.138627319029898,0.9152086306448588,1
Cyclohexane,16.8,0.0,0.2,108.7,16.801190434013897,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,5.112729212465686,0.6312011373414427,1
Cyclohexane,16.8,0.0,0.2,108.7,16.801190434013897,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,5.015974481593781,0.5512059869883276,1
Cyclohexane,16.8,0.0,0.2,108.7,16.801190434013897,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,13.03817855377046,1.0282475200134433,0
Cyclohexane,16.8,0.0,0.2,108.7,16.801190434013897,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,10.707007051459337,3.569002350486446,0
Cyclohexane,16.8,0.0,0.2,108.7,16.801190434013897,Polycarbonate (PC),19.1,10.9,5.1,12.1,22.574986157249356,12.805467582247827,1.0583031059708947,0
Cyclohexane,16.8,0.0,0.2,108.7,16.801190434013897,PET (Polyethylene Terephthalate),18.2,6.4,6.6,5.0,20.39019372149269,9.474175425861608,1.8948350851723217,0
Cyclohexane,16.8,0.0,0.2,108.7,16.801190434013897,PMMA (Acrylic),18.64,10.52,7.51,8.59,22.683035511147974,13.328499540458408,1.551629748598185,0
Cyclohexane,16.8,0.0,0.2,108.7,16.801190434013897,Nylon 6 (PA6),17.0,3.4,10.6,5.1,20.32043306625132,10.948972554536796,2.146857363634666,0
Cyclohexane,16.8,0.0,0.2,108.7,16.801190434013897,Nylon 66 (PA66),17.4,9.8,14.6,5.1,24.737825288412076,17.459667808981933,3.4234642762709675,0
Cyclohexane,16.8,0.0,0.2,108.7,16.801190434013897,ABS,16.3,2.7,7.1,7.8,17.983047572644633,7.476630257007497,0.9585423406419868,1
Cyclohexanol,17.4,4.1,13.5,106.0,22.40133924567904,Polyethylene (PE),16.9,3.3,4.1,8.1,17.700564962734944,9.486832980505138,1.1712139482105108,0
Cyclohexanol,17.4,4.1,13.5,106.0,22.40133924567904,Ethylene-Propylene Copolymer (PP proxy),16.6,0.0,5.2,9.1,17.39540169125163,9.394679345246436,1.0323823456314765,0
Cyclohexanol,17.4,4.1,13.5,106.0,22.40133924567904,Polystyrene (PS),22.28,5.75,4.3,12.68,23.408351073922315,13.513700455463711,1.065749247276318,0
Cyclohexanol,17.4,4.1,13.5,106.0,22.40133924567904,Polyvinyl Chloride (PVC),18.4,6.6,8.0,3.0,21.121552973207248,6.363961030678928,2.1213203435596424,0
